22:03:06.387207 ,inicio ,0
22:03:07.007168 , fim, 0
22:03:07.109055 ,inicio ,1
22:03:07.719200 , fim, 1
22:03:07.821042 ,inicio ,2
22:03:08.432423 , fim, 2
22:03:08.534296 ,inicio ,3
22:03:09.160967 , fim, 3
22:03:09.262796 ,inicio ,4
22:03:09.899439 , fim, 4
22:03:10.001564 ,inicio ,5
22:03:10.672981 , fim, 5
22:03:10.775517 ,inicio ,6
22:03:11.404907 , fim, 6
22:03:11.506818 ,inicio ,7
22:03:12.137157 , fim, 7
22:03:12.238938 ,inicio ,8
22:03:12.840193 , fim, 8
22:03:12.941953 ,inicio ,9
22:03:13.991930 , fim, 9
22:03:14.093921 ,inicio ,10
22:03:15.168010 , fim, 10
