20:51:26.138408 ,inicio ,0
20:51:26.986927 , fim, 0
20:51:27.088750 ,inicio ,1
20:51:27.698760 , fim, 1
20:51:27.801087 ,inicio ,2
20:51:28.414349 , fim, 2
20:51:28.516458 ,inicio ,3
20:51:29.140134 , fim, 3
20:51:29.242331 ,inicio ,4
20:51:30.296144 , fim, 4
20:51:30.398076 ,inicio ,5
20:51:31.005650 , fim, 5
20:51:31.107877 ,inicio ,6
20:51:31.729063 , fim, 6
20:51:31.830791 ,inicio ,7
20:51:32.457418 , fim, 7
20:51:32.559708 ,inicio ,8
20:51:33.161796 , fim, 8
20:51:33.263740 ,inicio ,9
20:51:34.358171 , fim, 9
20:51:34.460200 ,inicio ,10
20:51:35.058725 , fim, 10
