21:05:14.328031 ,inicio ,0
21:05:14.945441 , fim, 0
21:05:15.050224 ,inicio ,1
21:05:15.664566 , fim, 1
21:05:15.768679 ,inicio ,2
21:05:16.387756 , fim, 2
21:05:16.490874 ,inicio ,3
21:05:17.144210 , fim, 3
21:05:17.246306 ,inicio ,4
21:05:17.884025 , fim, 4
21:05:17.985885 ,inicio ,5
21:05:18.604401 , fim, 5
21:05:18.707390 ,inicio ,6
21:05:19.782202 , fim, 6
21:05:19.885007 ,inicio ,7
21:05:20.515943 , fim, 7
21:05:20.618031 ,inicio ,8
21:05:21.697147 , fim, 8
21:05:21.800253 ,inicio ,9
21:05:22.473461 , fim, 9
21:05:22.575311 ,inicio ,10
21:05:23.634329 , fim, 10
